ID Gender,Gender,ID Group,Group,ID Year,Year,ID State,State,Total Population,Total Population MOE Appx,Average Wage,Average Wage Appx MOE,Group ID,Age Range,Percentage
2,"Female","Associates Degree","Associates Degree",2020,"2020","04000US06","California",1161339,4012.7573894834395,22279.847897650754,2835.6719966244964,7,1,55.26143734868211
2,"Female","Bachelors Degree","Bachelors Degree",2020,"2020","04000US06","California",2994902,7539.885564633037,40526.05092974551,2986.7196532779744,8,1,52.00436052165119
2,"Female","Graduate Degree","Graduate Degree",2020,"2020","04000US06","California",1747439,3818.350081388648,46913.29707061108,6708.984103914967,9,1,50.42299080090952
2,"Female","High School or Equivalent","High School or Equivalent",2020,"2020","04000US06","California",2695919,6122.901608724673,17423.896492495383,2326.3222137114926,5,1,49.18074027264754
2,"Female","No Schooling","No Schooling",2020,"2020","04000US06","California",393477,1192.9156100516843,8094.061414654807,7463.503354942648,1,1,53.622708466205495
2,"Female","Preschool","Preschool",2020,"2020","04000US06","California",11007,473.5263768591695,28574.59677419355,16058.88674946453,2,1,57.17328069810929
2,"Female","Primary Education","Primary Education",2020,"2020","04000US06","California",701930,1224.3312237272758,10885.324487334137,9137.709851566478,3,1,52.103150773497184
2,"Female","Secondary Education","Secondary Education",2020,"2020","04000US06","California",1058368,2924.069082934769,10386.392459478506,3199.3838499462245,4,1,48.04615911912712
2,"Female","Some college","Some college",2020,"2020","04000US06","California",2834293,6832.633084879825,20778.008788206793,1903.669335652459,6,1,51.00326952225458
2,"Female","Associates Degree","Associates Degree",2019,"2019","04000US06","California",1141019,4012.830221799025,21904.892791680693,2895.826207039805,7,1,55.11825591545261
2,"Female","Bachelors Degree","Bachelors Degree",2019,"2019","04000US06","California",2906973,7378.6955441941,37932.66211589016,2675.2157783361667,8,1,51.9635133023897
2,"Female","Graduate Degree","Graduate Degree",2019,"2019","04000US06","California",1681940,3679.6795085822114,44388.65176187934,7097.978534937361,9,1,50.21995152795622
2,"Female","High School or Equivalent","High School or Equivalent",2019,"2019","04000US06","California",2700359,6055.595283013747,16532.45308627792,2302.8121005274525,5,1,49.46658298766285
2,"Female","No Schooling","No Schooling",2019,"2019","04000US06","California",380959,1268.8110074551096,7722.309247472856,6853.837421404119,1,1,54.080078360672026
2,"Female","Preschool","Preschool",2019,"2019","04000US06","California",9989,459.96668437147173,28819.532763532763,15772.249318620614,2,1,57.22059918657272
2,"Female","Primary Education","Primary Education",2019,"2019","04000US06","California",735714,1446.3815655712758,9239.190435033132,6679.588075346166,3,1,52.05977880145202
2,"Female","Secondary Education","Secondary Education",2019,"2019","04000US06","California",1094197,3150.718165243805,10448.760742898761,2987.175016993492,4,1,48.034074347222955
2,"Female","Some college","Some college",2019,"2019","04000US06","California",2860272,6884.22553834772,19501.78500437912,1706.758290187936,6,1,51.16985344630181
2,"Female","Associates Degree","Associates Degree",2018,"2018","04000US06","California",1130502,4014.6251746133485,22164.521097282955,2844.041862666962,7,1,55.315948677850855
2,"Female","Bachelors Degree","Bachelors Degree",2018,"2018","04000US06","California",2821632,7285.003915019209,36176.687155079606,2648.4158353784856,8,1,51.93197606694835
2,"Female","Graduate Degree","Graduate Degree",2018,"2018","04000US06","California",1619031,3617.5466051879393,41578.22317359481,6619.1122771199025,9,1,49.8378684206962
2,"Female","High School or Equivalent","High School or Equivalent",2018,"2018","04000US06","California",2694723,6007.308927568183,15625.19827557453,2278.601084582335,5,1,49.687324889491954
2,"Female","No Schooling","No Schooling",2018,"2018","04000US06","California",376065,1225.315155230174,7049.900441589723,6105.970398837749,1,1,54.154798351444214
2,"Female","Preschool","Preschool",2018,"2018","04000US06","California",9669,471.6131379849952,28366.71544715447,15031.475969349734,2,1,56.19551319307219
2,"Female","Primary Education","Primary Education",2018,"2018","04000US06","California",758175,1533.3492847995387,7342.315303768264,3937.7422463790513,3,1,52.15025436296453
2,"Female","Secondary Education","Secondary Education",2018,"2018","04000US06","California",1111153,3264.033649194049,8835.285811231126,2757.112015183141,4,1,48.045226341416594
2,"Female","Some college","Some college",2018,"2018","04000US06","California",2872693,6897.226550393688,18350.718064793506,1727.0005321185763,6,1,51.341674700272335
2,"Female","Associates Degree","Associates Degree",2017,"2017","04000US06","California",1115570,3938.782725449845,21187.5974373908,2903.246994225655,7,1,55.38828950046919
2,"Female","Bachelors Degree","Bachelors Degree",2017,"2017","04000US06","California",2739928,7156.151549408272,33753.50886135416,2559.3027531840453,8,1,51.91055765339926
2,"Female","Graduate Degree","Graduate Degree",2017,"2017","04000US06","California",1556343,3614.795064250861,38928.529829414474,6537.380882556164,9,1,49.63467870223077
2,"Female","High School or Equivalent","High School or Equivalent",2017,"2017","04000US06","California",2684824,5883.468013706993,15223.91438308527,2281.7480639881314,5,1,49.907224102772865
2,"Female","No Schooling","No Schooling",2017,"2017","04000US06","California",367817,1108.3208308242722,8589.292443572129,7002.700422911437,1,1,53.886915959049006
2,"Female","Preschool","Preschool",2017,"2017","04000US06","California",9191,226.3516934510361,4162.929411764706,15910.80315622002,2,1,58.20404027610664
2,"Female","Primary Education","Primary Education",2017,"2017","04000US06","California",782020,1675.156193828796,7075.613402061856,3527.668263780326,3,1,52.21417144505367
2,"Female","Secondary Education","Secondary Education",2017,"2017","04000US06","California",1133103,3418.311115368386,7493.4526939932975,2292.8438634672475,4,1,48.118740991826925
2,"Female","Some college","Some college",2017,"2017","04000US06","California",2877232,6861.723740023022,17675.187341092897,1717.6298790450433,6,1,51.42564633447103
2,"Female","Associates Degree","Associates Degree",2016,"2016","04000US06","California",1105644,3857.543123440707,20357.84637493422,2953.155938052609,7,1,55.51923939258665
2,"Female","Bachelors Degree","Bachelors Degree",2016,"2016","04000US06","California",2656460,6956.758320274352,32554.423699321385,2664.921382607369,8,1,51.816723838548626
2,"Female","Graduate Degree","Graduate Degree",2016,"2016","04000US06","California",1488519,3499.256888822641,37505.3255596556,6416.616024220855,9,1,49.3180218043506
2,"Female","High School or Equivalent","High School or Equivalent",2016,"2016","04000US06","California",2648359,5832.647948081672,14164.831463854782,2241.5203032190466,5,1,50.13120746263148
2,"Female","No Schooling","No Schooling",2016,"2016","04000US06","California",358702,1053.681181068513,7747.527687296417,7006.90476387613,1,1,54.067799164945804
2,"Female","Preschool","Preschool",2016,"2016","04000US06","California",8890,256.3228925076156,3173.559633027523,12751.856922869796,2,1,59.74060883005174
2,"Female","Primary Education","Primary Education",2016,"2016","04000US06","California",797672,1724.6088567171726,6304.657750759879,2999.4110857952423,3,1,52.017654147733495
2,"Female","Secondary Education","Secondary Education",2016,"2016","04000US06","California",1145331,3510.766916221846,7115.785620020529,2053.94852936216,4,1,48.19357868347105
2,"Female","Some college","Some college",2016,"2016","04000US06","California",2863334,6741.798482729517,16828.817690892487,1770.533055520916,6,1,51.6022029750255
2,"Female","Associates Degree","Associates Degree",2015,"2015","04000US06","California",1093378,3815.561702995233,20880.84781529295,3064.6584720878104,7,1,55.64131544945236
2,"Female","Bachelors Degree","Bachelors Degree",2015,"2015","04000US06","California",2589377,6767.313378177443,32440.85390395124,2718.258554360538,8,1,51.88580133055981
2,"Female","Graduate Degree","Graduate Degree",2015,"2015","04000US06","California",1429611,3305.9997644556584,34518.260735350865,6667.838611223525,9,1,48.96894044852683
2,"Female","High School or Equivalent","High School or Equivalent",2015,"2015","04000US06","California",2638922,5720.722898696019,13197.427286604992,1852.529644419527,5,1,50.221531267205286
2,"Female","No Schooling","No Schooling",2015,"2015","04000US06","California",350709,983.2588749619923,7234.346633416459,7269.204853053809,1,1,54.41204077928082
2,"Female","Preschool","Preschool",2015,"2015","04000US06","California",8385,226.3516898453707,5079.317647058823,15339.24167390786,2,1,60.497835497835496
2,"Female","Primary Education","Primary Education",2015,"2015","04000US06","California",807516,1844.483716288379,5635.047298494243,2539.1312951912064,3,1,51.86988015886321
2,"Female","Secondary Education","Secondary Education",2015,"2015","04000US06","California",1157849,3606.7764859849117,7494.669491525424,1987.8359735596496,4,1,48.307131571492405
2,"Female","Some college","Some college",2015,"2015","04000US06","California",2850127,6577.29826428939,16593.82699395035,1806.0179004981628,6,1,51.6678827717043
2,"Female","Associates Degree","Associates Degree",2014,"2014","04000US06","California",1075423,3686.919629682422,20915.35076445823,3289.554917406712,7,1,55.61291056565818
2,"Female","Bachelors Degree","Bachelors Degree",2014,"2014","04000US06","California",2524129,6577.33213157152,32278.0040190802,2843.3916857712443,8,1,51.96359440411158
2,"Female","Graduate Degree","Graduate Degree",2014,"2014","04000US06","California",1368653,3281.1261492443277,35851.91499244502,7588.918975234813,9,1,48.47536603930227
2,"Female","High School or Equivalent","High School or Equivalent",2014,"2014","04000US06","California",2605300,5662.33734866806,13865.560282356475,1918.4080430445342,5,1,50.37208211502035
2,"Female","No Schooling","No Schooling",2014,"2014","04000US06","California",336915,900.0501864575634,6497.071428571428,7212.586148940122,1,1,54.446157426260974
2,"Female","Preschool","Preschool",2014,"2014","04000US06","California",8431,226.35168751340518,5360.2,15438.857825173978,2,1,60.86485706035229
2,"Female","Primary Education","Primary Education",2014,"2014","04000US06","California",814806,1900.9529361362331,5762.059039359573,2525.3704160828747,3,1,51.82551949167096
2,"Female","Secondary Education","Secondary Education",2014,"2014","04000US06","California",1167848,3725.499658106525,7066.266145833333,1810.6009803628097,4,1,48.48485854943318
2,"Female","Some college","Some college",2014,"2014","04000US06","California",2830442,6470.0904655974555,16837.85985311238,1866.0075855801647,6,1,51.77694317517246
1,"Male","Associates Degree","Associates Degree",2020,"2020","04000US06","California",940197,3734.49455179093,25396.103192086735,3826.221020099334,7,1,44.73856265131789
1,"Male","Bachelors Degree","Bachelors Degree",2020,"2020","04000US06","California",2764042,7052.478892555546,45909.947320683525,4432.444694462723,8,1,47.99563947834881
1,"Male","Graduate Degree","Graduate Degree",2020,"2020","04000US06","California",1718121,2933.2213443385745,64592.653757265914,11997.094261144792,9,1,49.577009199090476
1,"Male","High School or Equivalent","High School or Equivalent",2020,"2020","04000US06","California",2785737,7233.877335463363,25010.110623283184,2365.2572648510804,5,1,50.81925972735246
1,"Male","No Schooling","No Schooling",2020,"2020","04000US06","California",340311,1178.4286161478744,18779.042534722223,11303.43480407634,1,1,46.3772915337945
1,"Male","Preschool","Preschool",2020,"2020","04000US06","California",8245,251.57578047116124,22348.85714285714,48779.464140655204,2,1,42.82671930189071
1,"Male","Primary Education","Primary Education",2020,"2020","04000US06","California",645263,1569.859357038013,17881.40474443629,5385.325972150679,3,1,47.89684922650281
1,"Male","Secondary Education","Secondary Education",2020,"2020","04000US06","California",1144447,3530.963515000984,14716.03575742933,2916.842288792398,4,1,51.95384088087288
1,"Male","Some college","Some college",2020,"2020","04000US06","California",2722788,7703.691918583826,26425.4822957297,2207.6541778264714,6,1,48.99673047774542
1,"Male","Associates Degree","Associates Degree",2019,"2019","04000US06","California",929110,3687.6882618070003,26047.26627979091,3879.9087488981695,7,1,44.881744084547385
1,"Male","Bachelors Degree","Bachelors Degree",2019,"2019","04000US06","California",2687285,6867.679859089546,44137.5533518698,4026.836183745441,8,1,48.0364866976103
1,"Male","Graduate Degree","Graduate Degree",2019,"2019","04000US06","California",1667207,2922.728995050991,54776.66353953587,10872.375437175799,9,1,49.780048472043774
1,"Male","High School or Equivalent","High School or Equivalent",2019,"2019","04000US06","California",2758597,7210.016365117085,24864.04497124941,2645.2822660170336,5,1,50.53341701233715
1,"Male","No Schooling","No Schooling",2019,"2019","04000US06","California",323476,1322.0799734136663,16230.094827586207,9580.335857317586,1,1,45.919921639327974
1,"Male","Preschool","Preschool",2019,"2019","04000US06","California",7468,208.3246250604092,21772.416666666668,68989.3898330351,2,1,42.77940081342727
1,"Male","Primary Education","Primary Education",2019,"2019","04000US06","California",677496,1701.0382192505226,18037.306811081024,4718.414126776506,3,1,47.94022119854799
1,"Male","Secondary Education","Secondary Education",2019,"2019","04000US06","California",1183763,3908.722378396905,14267.75121239601,2540.0958191450973,4,1,51.965925652777045
1,"Male","Some college","Some college",2019,"2019","04000US06","California",2729488,7702.703301729674,25433.04232873936,2176.6513304061914,6,1,48.83014655369819
1,"Male","Associates Degree","Associates Degree",2018,"2018","04000US06","California",913216,3594.504580858194,25365.973003217234,3985.5319199894184,7,1,44.684051322149145
1,"Male","Bachelors Degree","Bachelors Degree",2018,"2018","04000US06","California",2611691,6798.507828257457,41624.86247559547,3952.689216672179,8,1,48.06802393305165
1,"Male","Graduate Degree","Graduate Degree",2018,"2018","04000US06","California",1629565,2900.9036078675654,50087.44085636546,9812.725586637565,9,1,50.16213157930379
1,"Male","High School or Equivalent","High School or Equivalent",2018,"2018","04000US06","California",2728638,7213.483916827545,23736.036166302576,2416.3782083196643,5,1,50.312675110508046
1,"Male","No Schooling","No Schooling",2018,"2018","04000US06","California",318361,1312.0126372931645,16877.282212885155,9754.953793932404,1,1,45.845201648555786
1,"Male","Preschool","Preschool",2018,"2018","04000US06","California",7537,234.20434614892278,19526.86813186813,59699.23978282209,2,1,43.80448680692782
1,"Male","Primary Education","Primary Education",2018,"2018","04000US06","California",695653,1725.4835789941328,17583.346558704452,4487.4434412129,3,1,47.84974563703547
1,"Male","Secondary Education","Secondary Education",2018,"2018","04000US06","California",1201570,4151.719671829227,13850.789321032953,2379.4432835295906,4,1,51.954773658583406
1,"Male","Some college","Some college",2018,"2018","04000US06","California",2722553,7688.603252422113,23778.390260275228,2057.2726296910546,6,1,48.658325299727665
1,"Male","Associates Degree","Associates Degree",2017,"2017","04000US06","California",898520,3599.020227974192,23540.906190409747,3824.6544817560853,7,1,44.6117104995308
1,"Male","Bachelors Degree","Bachelors Degree",2017,"2017","04000US06","California",2538243,6653.276331073404,38665.09209399676,3704.246822886626,8,1,48.08944234660075
1,"Male","Graduate Degree","Graduate Degree",2017,"2017","04000US06","California",1579253,2815.9788290263914,47518.9943768997,9591.589784818307,9,1,50.36532129776923
1,"Male","High School or Equivalent","High School or Equivalent",2017,"2017","04000US06","California",2694806,7163.695178742696,22300.275429241137,2219.4053709809496,5,1,50.092775897227135
1,"Male","No Schooling","No Schooling",2017,"2017","04000US06","California",314755,1267.147085520388,13877.05668168168,8629.433782807126,1,1,46.113084040950994
1,"Male","Preschool","Preschool",2017,"2017","04000US06","California",6600,153.32283640407422,23752.076923076922,92203.34220964284,2,1,41.795959723893354
1,"Male","Primary Education","Primary Education",2017,"2017","04000US06","California",715696,1880.7198948246219,17259.294257965583,3785.3282549315136,3,1,47.78582855494633
